x          rho        P          Br         Bphi       Bz         ur         uphi       uz         T         
1.281281   4.703585   4.666373   9.615893   -0.338750  6.300701   8.276606   8.573688   3.127934   -8.389059 
1.301301   -6.493723  2.032306   4.918272   0.965200   8.930433   -2.298969  -3.126884  -0.382111  4.709022  
1.321321   8.678371   5.578337   -9.392292  -1.901514  -4.877585  3.669285   7.264873   4.383314   0.482586  
1.341341   -5.385246  7.763650   -3.838157  -3.125054  4.156024   -3.650483  -2.037975  5.131757   7.287680  
1.361361   -0.079600  4.924270   -4.288041  -9.632710  2.963452   -6.812158  -2.690041  9.570466   7.449241  
1.381381   -1.785821  0.148658   9.960580   -9.105948  -0.256990  -5.063924  -3.255527  -7.584822  -7.982418 
1.401401   8.036699   2.444015   -9.082758  -2.164621  5.250518   -5.259587  6.207304   9.037371   9.664618  
1.421421   -3.552216  -2.400415  -6.327078  1.010513   2.115735   8.943656   -7.817632  -5.159839  -1.444817 
1.441441   -5.935212  6.308532   4.350576   6.507660   5.820370   8.961045   -3.367247  1.695084   2.917397  
1.461461   3.355650   0.771449   0.883119   0.872252   8.392688   -5.824673  -0.156778  2.109973   -7.348604 
1.481481   -3.485728  4.272080   1.105516   9.053437   -6.369941  -6.617049  3.803841   6.686640   6.171613  
1.501502   -4.603669  -5.745915  -4.927646  3.006462   1.756677   8.563674   -2.592696  9.861212   -1.039448 
1.521522   -0.812273  -7.781445  -8.672311  -9.261644  -4.537384  1.136487   6.113567   -2.465046  8.280237  
1.541542   -6.839990  -4.881944  -4.734608  -7.340576  -7.852238  -7.466959  9.516560   8.473721   -8.320599 
1.561562   -3.690185  7.555200   3.605315   4.419997   -1.141955  9.367864   -9.637759  9.600145   -2.321873 
1.581582   -1.508236  -6.726900  8.273330   6.488161   -0.351644  -4.329368  -3.717300  -9.602881  5.413458  
1.601602   -2.182643  3.655361   3.959360   -7.278376  8.318940   -8.063133  -3.538624  -9.265752  -9.478031 
1.621622   4.390102   3.760519   -5.433490  -8.724419  -8.466627  -7.027254  6.209887   8.857263   -2.429452 
1.641642   6.454800   1.577077   5.017770   -8.772006  -3.463769  3.264902   4.485567   7.663448   -3.189164 
1.661662   -2.031169  5.186605   5.296661   -5.817051  1.368509   8.286495   -3.644687  -6.448988  8.869388  
1.681682   -2.868568  4.239624   -4.005143  -4.807431  5.288645   -7.215103  9.670251   -4.184130  6.459078  
1.701702   0.475578   4.005516   7.485228   -6.370445  -7.899864  -1.570275  -7.157453  1.227035   -9.719699 
1.721722   4.734978   9.662271   2.943409   -6.241094  -7.352225  1.719477   -6.590295  0.161232   -9.806123 
1.741742   3.697495   8.849594   1.125097   -1.341465  7.198598   6.012586   1.606418   5.026148   -7.778991 
1.761762   1.455350   -1.875346  1.990218   1.740973   0.175522   3.461533   -5.055053  9.034335   6.191552  
1.781782   2.475619   -6.807279  -2.789799  -8.077440  -2.190893  4.768929   4.061657   3.635668   -9.084389 
1.801802   -0.147123  -7.631860  -4.407407  3.402118   8.571639   -8.644459  -3.640481  7.892502   9.146413  
1.821822   7.251133   -6.601027  -4.874117  -4.621841  -4.206805  -7.444962  0.695385   -5.818449  3.936506  
1.841842   -3.495318  -7.151784  1.055056   -4.929706  -0.461630  -2.598010  8.471089   6.000529   4.623001  
1.861862   6.178424   -0.687487  0.742616   -3.017406  9.188523   -3.677304  3.169800   7.227954   -6.572093 
1.881882   -3.611434  -3.757649  -1.538212  -4.690075  4.465866   1.116407   -8.641343  9.455723   -7.435576 
1.901902   1.130073   7.942032   0.909958   5.616911   9.213149   -4.365910  -6.459489  9.155438   -6.828658 
1.921922   -7.127670  1.026659   3.017491   1.574007   -6.306856  3.924890   8.423678   8.670337   9.364249  
1.941942   0.813829   -3.671885  9.518771   -2.702756  -3.471519  5.824436   9.629999   -3.557346  7.076611  
1.961962   3.582755   -0.061106  -1.051486  8.803804   0.145142   6.451818   -2.270039  4.172171   -5.852303 
1.981982   8.788858   -2.743201  6.024560   5.183624   -3.400831  -9.095744  4.561081   -3.527746  -6.098029 
2.002002   9.749311   4.685315   -3.435200  5.426976   8.224232   -3.372792  -3.669509  7.001564   8.615834  
2.022022   8.784992   -3.662625  -7.340008  9.068943   -0.091298  8.006950   -4.251713  -1.743949  5.465999  
2.042042   -4.825384  -1.791864  -3.138536  -3.015367  -4.016966  -2.187613  -5.044021  5.415709   -6.308753 
2.062062   4.882545   -3.470536  -8.107348  1.740487   9.762509   4.389281   8.515443   6.986242   -6.469437 
2.082082   -5.564980  -0.178982  -3.568264  -2.847941  -8.654141  5.194213   -9.102187  8.699428   -1.243887 
2.102102   -8.731902  -0.183745  8.107284   1.004107   0.099099   -3.588399  -7.148364  7.248695   -6.829052 
2.122122   -2.098547  5.235797   -4.912254  -0.061956  6.746784   7.819671   -0.344231  -5.866566  -3.578653 
2.142142   7.399075   -6.310118  2.646474   9.096691   -6.574712  6.353914   8.068739   -1.556724  -9.590846 
2.162162   8.252728   -9.712460  3.216173   -8.116481  2.232761   -2.125354  -5.270263  0.453598   7.045757  
2.182182   -0.812553  3.385521   4.730814   -8.325381  9.984330   3.892949   1.081624   -5.625996  1.573478  
2.202202   3.877003   1.982814   -6.871390  -8.918710  2.766339   4.665387   8.557248   1.424670   3.810260  
2.222222   7.099262   -6.153259  7.596725   -7.695087  -4.781696  -0.462023  -3.418893  -9.287794  2.190107  
2.242242   -1.367131  -8.905528  -9.886277  -0.591972  -3.423647  -8.374169  -3.024892  0.484473   -2.046446 
2.262262   7.973331   9.954133   5.713141   -5.374908  -2.229946  9.653531   -3.939915  -8.804325  5.209356  
2.282282   -2.040884  9.981101   4.394750   -7.322516  -8.868630  -7.599570  9.525211   0.559825   4.199964  
2.302302   -1.431084  9.553559   -7.369413  1.041690   -2.202063  -9.491451  8.537449   8.207191   -6.646185 
2.322322   8.265395   2.486725   7.008404   4.886970   0.760308   6.613930   -7.042770  -1.041991  -8.900618 
2.342342   -1.922015  8.891467   -2.961469  -9.930299  5.816397   4.892195   -3.285233  7.674610   5.705373  
2.362362   -5.239447  0.952868   0.977782   7.989274   5.175306   -1.785091  0.974339   -4.598631  8.373827  
2.382382   5.213910   -2.922926  -3.882865  5.185151   -2.300458  -3.373996  -0.132744  0.099675   1.126352  
2.402402   4.241570   4.234331   2.085951   -7.404898  8.076412   -3.065835  6.249520   6.998675   9.637037  
2.422422   1.150507   1.129395   -2.626756  0.056160   2.297800   2.118615   2.539664   5.024235   6.675439  
2.442442   5.269257   -1.531038  -9.211161  7.035056   2.100141   6.906890   -8.608518  -8.095626  -1.567082 
2.462462   1.410803   8.906283   1.474917   5.932149   2.995054   -5.616011  -2.862651  4.509016   -8.318914 
2.482482   -9.426008  -0.707910  4.728389   8.681559   -1.645961  6.055291   -8.087714  -8.596381  0.861399  
2.502503   -3.273584  3.626411   4.858422   -1.907076  5.918362   1.224093   -7.640348  -8.483878  3.175960  
2.522523   -0.852045  4.355360   6.868038   4.846430   -1.498121  1.903587   -7.261290  -2.084306  6.831900  
2.542543   -2.899772  6.967523   -0.208696  -2.332789  7.159738   9.532618   1.771367   0.860519   -0.539179 
2.562563   6.370284   -8.048618  -1.998912  -9.226739  -0.469364  -0.277663  -0.599136  4.062693   0.935999  
2.582583   -6.298095  2.622947   2.606663   -4.176979  -0.145427  -1.378274  -5.062938  8.727431   -5.854857 
2.602603   6.484214   7.446756   4.103649   3.115690   -9.865304  4.097664   -0.375844  -3.536953  -4.358779 
2.622623   -7.051944  0.859799   4.832552   9.037872   7.478952   1.120278   1.176225   7.187959   -8.756561 
2.642643   -8.210187  -8.979703  3.569310   7.986568   -8.472459  3.506433   2.839700   5.743089   -8.609999 
2.662663   6.551436   3.444012   -8.753433  -4.292808  -7.934451  4.146401   0.632418   -8.274129  -4.960665 
2.682683   1.363522   7.207457   -3.230227  -5.088174  -4.271530  2.193527   -9.839093  -5.721701  7.175183  
2.702703   -0.757046  3.392064   -6.875987  4.110432   -4.990538  -5.219989  -1.332534  1.727279   -2.771492 
2.722723   -9.888244  -6.860096  0.813947   2.969220   3.883039   -9.856485  -5.084133  -8.481960  1.207114  
2.742743   -7.353236  -0.524222  2.253124   7.362779   7.557572   2.673251   -4.711896  6.629715   8.491040  
2.762763   -2.660437  -1.120513  -3.389389  2.936478   6.652056   -4.774803  -2.901762  6.153584   5.722378  
2.782783   -8.237098  2.835576   7.880779   -3.383689  8.787034   -5.969104  -9.705689  -5.474413  -7.622963 
2.802803   7.110143   4.730681   1.287653   -1.670478  -3.711204  7.600597   5.782178   -8.449607  4.098674  
2.822823   -5.579316  -9.763737  -2.187218  -0.944203  -1.665520  2.886451   5.518314   5.693933   0.792369  
2.842843   -1.013609  -8.286028  4.759266   6.893900   -1.817193  6.566345   -9.642862  7.720129   9.092814  
2.862863   -8.554702  -3.089387  -6.019803  6.628625   9.962398   4.324584   -6.670164  6.140258   -2.622438 
2.882883   -2.038099  -4.981164  7.002648   0.532600   1.094151   2.019527   0.442469   6.839878   2.889920  
2.902903   -2.347108  -4.559859  -0.733203  1.307208   2.795414   6.561295   0.518175   -8.857342  7.580502  
2.922923   -0.200775  -0.910667  -2.860677  4.967251   4.061024   9.627025   -3.725295  4.374933   -1.875396 
2.942943   -8.627043  -8.439334  3.342381   -9.773497  -0.918595  -4.687036  -3.789580  5.630895   2.009283  
2.962963   -4.586564  3.520485   -2.433877  -1.984822  1.650101   -1.658086  3.240458   -5.129389  -9.134702 
2.982983   -6.846385  -8.679593  2.438081   -5.480829  0.698692   -4.178980  3.639561   -8.255882  -6.438901 
3.003003   6.863927   -9.224378  -4.907882  -7.235276  9.521612   -1.676600  -1.581540  4.644956   -0.913093 
3.023023   -6.738098  6.378161   -3.518717  -1.413349  -8.268725  -7.268805  1.458778   7.229120   9.544703  
3.043043   -2.058635  -5.045987  -4.409544  3.343257   -2.047451  -7.850643  -5.165196  -0.670309  -7.570382 
3.063063   -9.715737  -6.277413  -2.787851  9.854867   7.686679   -4.915596  -1.733221  -1.107217  1.454443  
3.083083   6.219617   -5.699482  -6.123673  -3.132575  4.749644   6.584132   9.603946   2.445260   -8.007428 
3.103103   0.600486   1.719812   9.568289   1.164486   2.151106   -4.961827  -3.638497  -6.579052  -7.265759 
3.123123   5.655822   -2.114741  6.216483   8.374904   7.767457   8.460707   1.752427   -9.703415  -1.317730 
3.143143   7.054214   1.211095   -6.987535  -9.959582  6.147031   1.879835   -5.914115  9.131243   3.878647  
3.163163   -0.051433  -6.040389  2.829095   4.583711   -8.406493  8.145998   2.693299   8.049093   -2.827381 
3.183183   -2.351821  8.651060   9.793276   -2.295556  -5.887903  3.045485   2.792841   -6.565964  8.159674  
3.203203   -3.585695  -6.870740  -9.192131  -4.695329  -4.854042  2.248564   -2.567968  -3.908318  -8.690592 
3.223223   -8.356140  -3.708428  6.748722   5.683862   5.517192   -9.889834  6.495122   -2.463545  8.708461  
3.243243   4.213052   -0.523377  8.349262   5.569925   -2.629718  -3.099285  1.515981   1.718749   -4.450924 
3.263263   -3.765238  6.118811   3.447084   -8.060916  0.539906   3.703721   9.264072   3.368688   -8.541936 
3.283283   4.170192   -8.380457  -3.026233  7.405891   -6.363001  -9.887680  3.512240   2.221417   -2.573461 
3.303303   -9.803750  -7.914459  6.131363   -6.384809  -6.272678  -2.321004  0.579419   6.906802   -7.952923 
3.323323   2.802829   6.130126   7.329297   0.333840   -9.406524  1.380092   7.516148   3.779277   2.061035  
3.343343   -2.888391  5.581849   -0.552605  -6.081852  4.618911   -1.745586  5.580804   0.609531   3.571632  
3.363363   -7.822585  -6.667049  -8.191642  -2.660068  8.755786   -2.045537  -4.069218  2.978373   4.018928  
3.383383   9.035237   6.990383   4.447937   5.136915   0.613520   2.740698   6.952210   -6.778362  5.051381  
3.403403   -0.072287  7.409264   -7.399483  -0.257542  -9.588880  4.327991   -7.441630  8.087781   -9.259801 
3.423423   -4.213148  2.293530   1.927025   1.614619   5.743545   -8.132853  9.767194   -8.093078  9.556711  
3.443443   -0.337102  -9.259145  6.679840   6.366651   -6.714547  -6.820852  -1.798998  0.289858   0.272956  
3.463463   8.435495   2.119195   9.795281   -6.228736  -8.490352  -4.522996  6.076517   7.539062   -6.909905 
3.483483   0.084758   -1.154734  -1.554314  9.701891   2.712984   -5.913943  -6.301736  -4.223951  -0.980866 
3.503504   -3.023339  -4.534914  0.923886   6.509955   -0.216981  3.615705   -1.974268  3.433657   -6.535384 
3.523524   1.905606   -8.811189  3.302130   -6.717342  1.469590   5.050829   -7.425330  1.600052   -1.995782 
3.543544   1.681613   -8.450072  -7.334017  0.241523   9.303155   -5.526229  4.479254   1.614003   -7.213314 
3.563564   -8.811765  -4.381958  8.756362   7.903274   7.189897   9.457771   -0.065801  9.907446   7.941501  
3.583584   -9.151252  2.093540   5.657928   3.296159   -6.247850  9.721709   1.070197   -6.665808  -2.255085 
3.603604   -6.678307  6.455661   9.241725   -4.423978  -6.618243  -1.784126  3.242557   -2.543380  -6.959799 
3.623624   -9.944326  8.759473   3.047229   4.481745   -4.337730  -4.711279  6.564783   -0.723797  -2.427100 
3.643644   0.284661   -4.676431  -6.139948  -0.630475  7.540883   -1.316797  -0.226663  -3.561607  1.050255  
3.663664   2.282689   0.808975   -9.078076  9.543368   9.742084   -5.235923  -6.921907  -5.543807  -5.432416 
3.683684   1.809549   -1.565354  -1.747931  -0.889085  -9.196614  8.185746   -4.476301  -6.396318  0.964567  
3.703704   9.418575   8.063792   -8.152401  -3.120952  4.970411   -7.149909  7.753204   6.056816   7.784160  
3.723724   -0.299122  5.702977   -1.918588  -9.001691  -9.869921  -6.843689  6.364737   4.375057   -3.268619 
3.743744   6.225816   -5.033568  -6.267868  7.749568   8.850924   9.484588   1.547629   9.991705   6.527223  
3.763764   8.711365   -0.446788  -0.204718  9.831717   0.799361   9.576232   3.807177   0.487066   -5.322272 
3.783784   7.677806   -0.606169  -9.453286  -0.826817  -9.011179  -6.466510  -5.858887  -8.961200  3.267593  
3.803804   -2.493284  4.037109   0.907373   5.836995   -2.038872  6.165131   -8.357098  -7.523254  2.788429  
3.823824   5.298362   0.854566   -7.241977  0.644598   2.029652   -9.338358  2.515154   -5.944238  -4.798069 
3.843844   -9.028591  8.763569   1.531689   0.820191   -4.304737  -0.002011  -1.659134  3.443981   2.037067  
3.863864   8.981184   6.526690   8.492699   -3.736526  -3.555059  4.378783   3.940157   7.013013   -0.408029 
3.883884   4.296036   6.935045   -8.751068  6.925977   -3.984631  4.218607   5.516627   8.557568   8.365257  
3.903904   0.500885   -3.362121  5.184485   -0.675382  1.731559   -2.090792  -3.616402  6.710896   5.688602  
3.923924   -4.108619  9.113747   -0.264260  6.061086   8.995123   -2.024426  -9.649091  1.212890   -1.955228 
3.943944   9.593239   4.629200   -7.021890  5.983003   -7.191599  7.663274   -9.007654  0.535971   1.723652  
3.963964   -2.949263  -7.168015  -5.340626  6.809720   -2.156611  -3.543664  8.078758   -0.003063  5.244196  
3.983984   -5.641304  -3.846154  6.588338   2.847349   9.109431   -6.216322  2.181532   -9.893278  1.686639  
4.004004   1.581363   0.947422   -6.496551  -6.835866  0.791772   -6.514235  -9.517830  1.875153   9.107753  
4.024024   -4.162167  -7.468958  6.659153   8.280048   4.200063   -2.608917  0.607098   0.552661   -5.228579 
4.044044   -7.279413  -3.508874  9.510033   3.117342   -4.902419  -6.441090  8.685162   -9.821441  -0.588095 
4.064064   -1.848146  -6.439968  -5.326791  -4.936678  0.515475   6.530054   9.216247   9.854368   -2.384498 
4.084084   7.220225   7.068196   3.085724   1.733055   1.476138   -5.058397  -4.298900  9.738624   9.130691  
4.104104   8.470455   6.624186   -1.774874  -8.895903  -6.758988  -4.742231  -0.799580  -8.113215  3.089716  
4.124124   2.138411   -2.949397  5.137373   8.397558   -9.556649  -0.620055  7.465707   -0.412623  8.699705  
4.144144   -1.017674  -9.362212  -4.518058  -2.279714  3.198881   -9.906525  -6.283921  3.305535   -1.261165 
4.164164   -4.882652  4.763153   -8.152855  -9.041030  0.392587   -8.399271  8.025697   0.556601   6.180477  
4.184184   4.221394   7.146500   -0.217172  3.197509   -5.132447  -1.081804  8.372092   -7.352644  -7.760526 
4.204204   -7.527841  -9.786921  3.089723   -3.263297  5.269666   2.686441   4.710252   -9.192386  6.205889  
4.224224   2.964051   -7.689190  1.208835   2.368166   -9.763416  -8.272555  -5.842830  0.685349   2.326167  
4.244244   5.527939   -2.266867  2.332813   -5.817900  0.663166   -1.403168  -4.955081  -6.310397  6.135519  
4.264264   4.931660   0.578703   0.924379   8.883816   0.782804   6.169586   0.227451   3.747976   -0.057815 
4.284284   8.508499   -2.557359  -5.377385  -0.560642  -9.132932  5.691914   2.067127   -3.088656  -7.649410 
4.304304   6.183560   2.129216   2.429810   -8.294339  -0.459221  -9.628933  6.875608   8.199998   4.560442  
4.324324   -7.296461  9.145473   -2.789774  -3.888553  3.872869   -6.268974  3.381250   9.250722   -2.993376 
4.344344   1.302438   -8.574775  -9.612439  3.731100   5.605893   5.485783   -3.663363  -6.479939  -7.089506 
4.364364   1.668063   -7.630867  -4.489338  -2.264126  4.143105   3.398838   -0.141815  4.090999   4.787522  
4.384384   -8.805538  2.861437   7.607322   2.693326   -5.652165  -5.923778  -7.131974  -8.300727  0.443519  
4.404404   2.390152   -2.994532  -8.635922  -8.775738  -4.091536  -7.030562  -3.888609  -2.282685  -8.545833 
4.424424   3.700355   -6.587571  6.303516   -9.541524  -9.113487  -9.379571  -9.738318  6.561478   -8.728141 
4.444444   0.887253   -3.807830  -3.647388  4.528624   -6.540353  2.345687   -3.259901  -6.598787  -8.411297 
4.464464   -5.490646  7.055478   -0.982102  2.846609   6.959316   -5.061683  -5.636899  -4.311176  4.091556  
4.484484   -9.180060  8.032217   8.338480   9.590022   -7.134382  -5.192222  -7.517225  0.702784   -5.736671 
4.504505   -2.029462  0.895197   9.208054   -3.726441  -1.050788  -2.510215  -9.704573  -0.445865  8.259069  
4.524525   -6.805541  1.475316   -6.080740  9.239637   -9.439619  1.227197   -2.329911  3.327880   -8.536451 
4.544545   -1.739494  -9.719070  8.773471   6.515135   6.259755   4.077543   -8.135762  -3.354759  -6.448000 
4.564565   6.165064   8.591490   -4.981516  -6.303814  7.386927   1.366769   1.455125   2.468715   9.419621  
4.584585   -1.602927  -9.297080  5.677852   -2.217312  5.083112   2.962664   6.988407   -3.775413  9.822296  
4.604605   -5.834382  3.272731   6.539717   -6.060600  5.667923   -1.965156  -9.635542  2.999702   -7.360798 
4.624625   -7.324133  -4.924352  -7.878616  0.008130   5.536674   2.341043   5.915605   1.631731   9.544104  
4.644645   -8.444505  -6.311929  -1.717346  -9.964842  -1.184021  -2.354615  -3.544794  -8.957667  3.016081  
4.664665   -5.107539  7.686275   -8.447439  0.382190   -4.927211  5.448322   8.380082   -1.864456  -0.022645 
4.684685   -5.678487  4.920337   8.070442   9.892366   -2.774112  -8.162799  -8.368591  -0.674177  9.354646  
4.704705   6.941056   3.539989   -9.261993  -8.333301  -5.894103  6.328067   9.592231   -5.451115  3.514540  
4.724725   7.100424   3.187285   0.574754   9.212275   -6.203011  9.437771   -2.935347  6.980387   -5.629045 
4.744745   7.219035   7.676701   4.549190   0.652404   9.791139   2.618413   -0.991098  2.920684   7.031534  
4.764765   -6.010525  -3.861181  -8.059743  -8.061082  -9.818498  -2.434542  -8.389898  -2.474351  -9.115862 
4.784785   6.694533   6.905881   2.777766   6.145870   6.197838   -4.867413  6.801389   0.279135   2.905673  
4.804805   -1.443387  -6.612173  9.779844   2.684203   -5.197037  2.507187   -0.937286  7.373154   -7.641198 
4.824825   -3.800185  -7.714209  1.837714   -8.906568  -4.476372  -8.871696  -5.118382  0.432650   4.967184  
4.844845   -8.729440  -2.763039  -7.769095  5.366749   2.457977   -8.325544  9.716756   1.784835   9.570991  
4.864865   9.869709   -7.526627  2.615222   4.341617   -1.363468  3.755649   6.153438   -4.115407  0.800161  
4.884885   -2.143026  6.486127   3.217222   8.289472   -2.623744  0.464962   -5.495443  -3.499879  -7.591834 
4.904905   -9.235921  -6.015923  9.802119   -3.834816  -9.065399  6.827612   5.756031   7.608120   -3.166830 
4.924925   3.329229   -1.880795  -2.369179  -4.009274  5.594599   -7.270036  7.808508   7.513149   2.050231  
4.944945   -7.034781  -9.815997  5.599734   0.732935   -1.178938  1.957136   3.798142   -3.287829  -6.452278 
4.964965   -2.040636  -9.596639  -2.001319  -7.839647  0.276724   -8.094837  -0.979176  5.046467   2.847916  
4.984985   -4.372431  9.959817   6.628049   -4.144395  -5.812338  -4.284816  -8.993370  9.638136   0.101070  
5.005005   2.940218   8.887373   -6.349486  6.668162   1.458481   3.103938   3.707094   -0.257628  5.730555  
